property_type,listing_agency,price,location_number,city,zip_code,product_depth,bedroom_count,bathroom_count,parking_count
Unit,Nick Mousellis Real Estate - Eview Group Member,580000,138568447,Darwin City,800,premiere,2,2,2
Townhouse,Elders Real Estate - Palmerston,409000,138566059,Rosebery,832,premiere,3,2,2
House,Acacia Realty - NOONAMAH,470000,138560167,Berry Springs,838,feature,3,2,2
Unit,Elders Real Estate - Palmerston,283000,121830758,The Gardens,820,premiere,1,1,1
House,For Sale By Owner,699000,138557711,Muirhead,810,standard,4,2,2
Townhouse,@realty - National Head Office Australia,390000,138557035,Rosebery,832,standard,3,2,2
House,Real Estate Central - DARWIN CITY,615000,138551947,Karama,812,premiere,3,1,2
Townhouse,All About Real Estate NT - DARWIN CITY,645000,138550347,Stuart Park,820,premiere,3,3,2
House,Red Earth Property,599000,138548191,Woodroffe,830,feature,4,2,6
House,Approved Real Estate (NT) - PALMERSTON CITY,615000,138540743,Johnston,832,standard,4,2,2
House,Elders Real Estate - Darwin,370000,138537739,Karama,812,premiere,1,1,3
House,Ray White - Darwin City,515000,138534939,Woodroffe,830,premiere,4,2,2
House,Elders Real Estate - Palmerston,675000,108530451,Farrar,830,premiere,4,2,2
House,Darwin Building Consultants - VIRGINIA,289000,138532675,Johnston,832,standard,2,2,2
House,Darwin Building Consultants - VIRGINIA,480000,138532507,Gray,830,standard,3,2,3
Unit,Elders Real Estate - Darwin,500000,138529151,Bayview,820,premiere,3,2,2
Unit,Raine & Horne - Darwin,299000,138518031,Coconut Grove,810,premiere,2,2,1
House,Approved Real Estate (NT) - PALMERSTON CITY,615000,138517875,Rosebery,832,standard,4,2,2
Unit,Elders Real Estate - Darwin,260000,138507327,Alawa,810,premiere,2,1,1
House,For Sale By Owner,675000,138504247,Nakara,810,standard,4,3,2
House,Knight Frank (NT) - Darwin,515000,138502895,Bellamack,832,feature,3,2,2
House,For Sale By Owner,545000,138500535,Zuccoli,832,standard,3,2,2
Apartment,Professionals - DARWIN CITY,470000,138491115,Darwin City,800,feature,3,2,1
Apartment,First National Real Estate O'Donoghues - Darwin,539000,138490143,Darwin City,800,feature,2,2,1
House,Real Estate Central - DARWIN CITY,475000,138488975,Bakewell,832,premiere,3,1,2
Apartment,PRD Darwin - DARWIN City,360000,138487679,Alawa,810,feature,3,1,1
House,Home Zone NT - DARWIN,449000,138487583,Gray,830,feature,3,1,2
House,Home Zone NT - DARWIN,479000,138486915,Gunn,832,feature,3,1,2
Unit,Elaine Mills Property Management - COOLALINGA,370000,138486551,Bellamack,832,feature,2,1,2
Unit,LJ Hooker Darwin -   ,519000,138483943,Darwin City,800,premiere,2,2,2
House,Kalo Real Estate - Darwin,540000,138478459,Rosebery,832,feature,4,2,2
Unit,LJ Hooker Darwin -   ,219000,138466843,Darwin City,800,premiere,1,1,1
House,Complete Real Estate (NT),700000,129202186,Howard Springs,835,feature,4,2,4
House,Renee's Realty NT - DURACK,499000,138454103,Bakewell,832,feature,3,1,0
House,First National Real Estate O'Donoghues - Darwin,539000,138452507,Malak,812,feature,3,1,2
House,Professionals - DARWIN CITY,600000,138452407,Farrar,830,feature,4,2,2
Apartment,Ausway Group,235000,138450183,Darwin City,800,feature,1,1,1
House,Renee's Realty NT - DURACK,499000,138445635,Herbert,836,feature,2,1,0
Townhouse,For Sale By Owner,699000,138439219,Stuart Park,820,standard,3,2,2
Unit,Elders Real Estate - Darwin,395000,138438907,Larrakeyah,820,feature,2,1,2
Unit,Cate Killiner Real Estate - Woolner,269000,138433851,Parap,820,standard,2,1,1
Unit,For Sale By Owner,419000,138431255,Nightcliff,810,standard,2,2,2
Unit,PRD Darwin - DARWIN City,380000,138431123,Tiwi,810,feature,2,1,2
Apartment,@realty - National Head Office Australia,430000,138428675,Rapid Creek,810,standard,2,2,2
House,Call2View Real Estate - Palmerston,244000,138411891,Rosebery,832,premiere,2,1,2
House,Cate Killiner Real Estate - Woolner,599000,138411811,Leanyer,812,standard,3,2,2
Apartment,Real Estate Central - DARWIN CITY,480000,138411091,Rapid Creek,810,premiere,2,2,2
House,Kassiou Constructions - HOWARD SPRINGS,560000,138408951,Zuccoli,832,standard,3,2,2
Apartment,Real Estate NT by George Pikos - FANNIE BAY,315000,138408243,Darwin City,800,feature,1,1,1
Apartment,PRD Darwin - DARWIN City,585000,138406359,Nightcliff,810,feature,3,2,2
Unit,Alliance Realty - Larrakeyah,450000,138405187,Darwin City,800,feature,3,2,2
House,@realty - National Head Office Australia,630000,138403919,Leanyer,812,standard,5,2,2
House,Complete Real Estate (NT),300000,138402127,Woodroffe,830,feature,3,1,0
House,Sell My Property Now - Launceston,685000,129583726,Howard Springs,835,standard,3,1,10
House,Call2View Real Estate - Palmerston,469000,138399015,Bellamack,832,premiere,3,2,2
Apartment,North Property NT - STUART PARK,439000,138384607,Bayview,820,feature,3,2,2
Apartment,Ausway Group,299000,138384163,Bellamack,832,feature,2,2,1
Apartment,Cate Killiner Real Estate - Woolner,380000,138380847,Darwin City,800,standard,2,2,0
Townhouse,Home Zone NT - DARWIN,339000,138366019,Stuart Park,820,feature,2,1,1
Apartment,Real Estate NT by George Pikos - FANNIE BAY,275000,138372799,Darwin City,800,feature,2,1,1
House,Cate Killiner Real Estate - Woolner,425000,138372755,Gunn,832,standard,3,2,2
Townhouse,Real Estate NT by George Pikos - FANNIE BAY,370000,138371639,Parap,820,feature,2,2,0
House,Elders Real Estate - Palmerston,415000,138364263,Moulden,830,feature,3,1,2
House,Sale By Home Owner - Australia,550000,138361763,Moil,810,standard,4,2,5
House,HERON PROPERTY - DARWIN,740000,138361243,Wanguri,810,feature,5,2,6
Unit,Territory Real Estate - Darwin,270000,138356819,Darwin City,800,feature,1,1,1
Unit,Colliers International - Darwin,390000,138353731,Parap,820,feature,2,2,2
House,Real Estate Central - DARWIN CITY,495000,138350855,Woodroffe,830,feature,4,2,2
House,Kassiou Constructions - HOWARD SPRINGS,601000,138333062,Humpty Doo,836,standard,4,2,2
House,Kassiou Constructions - HOWARD SPRINGS,655000,138333058,Humpty Doo,836,standard,4,2,2
House,Kassiou Constructions - HOWARD SPRINGS,675000,138333050,Lee Point,810,standard,4,2,3
Unit,Home Zone NT - DARWIN,399000,138330946,Stuart Park,820,feature,2,2,2
